fecha,release_version
2017-12-03 05:21:00,1.257.1303.0
2017-12-03 06:57:00,1.257.1306.0
2017-12-03 09:21:00,1.257.1307.0
2017-12-03 11:11:00,1.257.1311.0
2017-12-03 12:52:00,1.257.1312.0
2017-12-03 14:51:00,1.257.1313.0
2017-12-03 16:08:00,1.257.1317.0
2017-12-03 18:06:00,1.257.1318.0
2017-11-06 06:21:00,1.257.132.0
2017-12-03 20:51:00,1.257.1323.0
2017-12-03 21:57:00,1.257.1327.0
2017-12-04 00:27:00,1.257.1328.0
2017-12-04 02:11:00,1.257.1332.0
2017-12-04 05:37:00,1.257.1337.0
2017-12-04 07:22:00,1.257.1340.0
2017-12-04 09:02:00,1.257.1344.0
2017-12-04 10:49:00,1.257.1349.0
2017-12-04 16:52:00,1.257.1360.0
2017-12-04 18:07:00,1.257.1365.0
2017-12-04 20:01:00,1.257.1369.0
2017-12-04 21:42:00,1.257.1374.0
2017-12-05 00:57:00,1.257.1383.0
2017-12-05 02:43:00,1.257.1389.0
2017-12-05 04:22:00,1.257.1394.0
2017-12-05 06:08:00,1.257.1398.0
2017-12-05 08:37:00,1.257.1399.0
2017-12-05 10:03:00,1.257.1404.0
2017-12-05 13:37:00,1.257.1412.0
2017-12-05 15:27:00,1.257.1416.0
2017-12-05 16:42:00,1.257.1417.0
2017-12-05 19:12:00,1.257.1419.0
2017-12-05 22:02:00,1.257.1429.0
2017-12-05 23:47:00,1.257.1433.0
2017-12-06 01:47:00,1.257.1434.0
2017-12-06 04:26:00,1.257.1438.0
2017-12-06 08:06:00,1.257.1446.0
2017-12-06 10:36:00,1.257.1451.0
2017-12-06 12:17:00,1.257.1457.0
2017-12-06 13:47:00,1.257.1460.0
2017-12-06 15:27:00,1.257.1463.0
2017-12-06 17:03:00,1.257.1466.0
2017-12-06 18:47:00,1.257.1469.0
2017-11-02 09:10:00,1.257.15.0
2017-11-07 09:00:00,1.257.190.0
2017-11-07 11:25:00,1.257.195.0
2017-11-07 13:50:00,1.257.200.0
2017-11-07 16:25:00,1.257.201.0
2017-11-08 06:20:00,1.257.225.0
2017-11-08 08:51:00,1.257.229.0
2017-11-08 13:10:00,1.257.233.0
2017-11-02 14:16:00,1.257.24.0
2017-11-08 16:11:00,1.257.243.0
2017-11-08 18:36:00,1.257.247.0
2017-11-08 22:56:00,1.257.250.0
2017-11-09 02:06:00,1.257.255.0
2017-11-09 04:46:00,1.257.257.0
2017-11-10 01:55:00,1.257.283.0
2017-11-02 16:49:00,1.257.30.0
2017-11-10 10:20:00,1.257.313.0
2017-11-10 22:30:00,1.257.334.0
2017-11-11 06:20:00,1.257.356.0
2017-11-11 10:30:00,1.257.359.0
2017-11-02 19:11:00,1.257.36.0
2017-11-12 16:05:00,1.257.363.0
2017-11-12 16:05:00,1.257.364.0
2017-11-12 16:05:00,1.257.366.0
2017-11-12 16:05:00,1.257.373.0
2017-11-12 16:05:00,1.257.379.0
2017-11-02 21:46:00,1.257.38.0
2017-11-12 16:05:00,1.257.381.0
2017-11-12 16:05:00,1.257.383.0
2017-11-12 16:05:00,1.257.387.0
2017-11-12 16:05:00,1.257.390.0
2017-11-12 16:05:00,1.257.395.0
2017-11-12 16:05:00,1.257.396.0
2017-11-12 16:05:00,1.257.399.0
2017-11-12 16:05:00,1.257.401.0
2017-11-12 16:05:00,1.257.406.0
2017-11-12 16:05:00,1.257.412.0
2017-11-12 16:05:00,1.257.417.0
2017-11-12 16:05:00,1.257.429.0
2017-11-12 16:05:00,1.257.436.0
2017-11-13 21:41:00,1.257.441.0
2017-11-13 23:31:00,1.257.442.0
2017-11-03 00:19:00,1.257.45.0
2017-11-14 02:01:00,1.257.451.0
2017-11-14 04:30:00,1.257.459.0
2017-11-14 07:15:00,1.257.465.0
2017-11-14 10:01:00,1.257.471.0
2017-11-14 11:56:00,1.257.478.0
2017-11-14 20:21:00,1.257.488.0
2017-11-14 23:01:00,1.257.500.0
2017-11-15 05:31:00,1.257.515.0
2017-11-15 06:55:00,1.257.519.0
2017-11-15 08:20:00,1.257.521.0
2017-11-15 09:50:00,1.257.527.0
2017-11-15 11:10:00,1.257.530.0
2017-11-15 12:51:00,1.257.533.0
2017-11-15 14:21:00,1.257.534.0
2017-11-15 15:56:00,1.257.536.0
2017-11-15 17:21:00,1.257.539.0
2017-11-15 19:57:00,1.257.540.0
2017-11-15 21:52:00,1.257.543.0
2017-11-16 02:26:00,1.257.549.0
2017-11-16 04:32:00,1.257.555.0
2017-11-16 06:31:00,1.257.560.0
2017-11-16 08:07:00,1.257.564.0
2017-11-16 10:27:00,1.257.565.0
2017-11-16 12:27:00,1.257.572.0
2017-11-16 14:37:00,1.257.575.0
2017-11-16 17:16:00,1.257.579.0
2017-11-03 05:16:00,1.257.58.0
2017-11-16 18:37:00,1.257.583.0
2017-11-16 20:31:00,1.257.586.0
2017-11-17 00:47:00,1.257.599.0
2017-11-02 03:50:00,1.257.6.0
2017-11-17 02:12:00,1.257.603.0
2017-11-17 03:37:00,1.257.606.0
2017-11-17 05:02:00,1.257.609.0
2017-11-17 06:28:00,1.257.611.0
2017-11-17 08:02:00,1.257.615.0
2017-11-17 15:46:00,1.257.634.0
2017-11-17 17:12:00,1.257.637.0
2017-11-17 18:47:00,1.257.638.0
2017-11-17 20:03:00,1.257.639.0
2017-11-17 21:34:00,1.257.642.0
2017-11-18 03:43:00,1.257.653.0
2017-11-18 05:10:00,1.257.660.0
2017-11-03 10:38:00,1.257.70.0
2017-11-19 21:46:00,1.257.700.0
2017-11-19 22:42:00,1.257.702.0
2017-11-20 00:31:00,1.257.704.0
2017-11-20 01:50:00,1.257.705.0
2017-11-20 03:16:00,1.257.710.0
2017-11-20 04:49:00,1.257.713.0
2017-11-20 16:06:00,1.257.733.0
2017-11-20 17:49:00,1.257.738.0
2017-11-03 13:21:00,1.257.74.0
2017-11-20 19:42:00,1.257.742.0
2017-11-21 00:15:00,1.257.749.0
2017-11-21 01:24:00,1.257.754.0
2017-11-21 03:17:00,1.257.759.0
2017-11-03 15:48:00,1.257.76.0
2017-11-21 04:49:00,1.257.763.0
2017-11-21 09:16:00,1.257.774.0
2017-11-03 18:29:00,1.257.78.0
2017-11-21 15:24:00,1.257.787.0
2017-11-21 17:05:00,1.257.788.0
2017-11-21 18:48:00,1.257.793.0
2017-11-21 20:30:00,1.257.795.0
2017-11-21 22:17:00,1.257.800.0
2017-11-21 23:50:00,1.257.802.0
2017-11-22 01:22:00,1.257.806.0
2017-11-22 02:48:00,1.257.809.0
2017-11-22 07:55:00,1.257.818.0
2017-11-22 08:17:00,1.257.822.0
2017-11-22 09:48:00,1.257.826.0
2017-11-22 11:46:00,1.257.830.0
2017-11-22 13:42:00,1.257.835.0
2017-11-03 21:01:00,1.257.84.0
2017-11-22 18:54:00,1.257.841.0
2017-11-22 21:05:00,1.257.848.0
2017-11-22 22:45:00,1.257.851.0
2017-11-23 00:07:00,1.257.854.0
2017-11-23 01:37:00,1.257.856.0
2017-11-23 03:16:00,1.257.862.0
2017-11-23 08:25:00,1.257.873.0
2017-11-23 10:10:00,1.257.877.0
2017-11-23 13:36:00,1.257.885.0
2017-11-23 15:42:00,1.257.886.0
2017-11-23 17:38:00,1.257.890.0
2017-11-23 23:43:00,1.257.902.0
2017-11-24 01:09:00,1.257.903.0
2017-11-24 02:46:00,1.257.906.0
2017-11-24 04:31:00,1.257.909.0
2017-11-24 06:15:00,1.257.913.0
2017-11-24 07:55:00,1.257.917.0
2017-11-24 09:35:00,1.257.920.0
2017-11-24 12:47:00,1.257.930.0
2017-11-24 14:29:00,1.257.932.0
2017-11-24 16:00:00,1.257.937.0
2017-11-24 17:42:00,1.257.938.0
2017-11-24 19:29:00,1.257.940.0
2017-11-24 21:15:00,1.257.942.0
2017-11-24 22:55:00,1.257.945.0
2017-11-25 00:37:00,1.257.947.0
2017-11-25 02:03:00,1.257.948.0
2017-11-25 03:50:00,1.257.950.0
2017-11-25 06:15:00,1.257.951.0
2017-11-25 07:51:00,1.257.953.0
2017-11-25 09:26:00,1.257.956.0
2017-11-25 11:53:00,1.257.957.0
2017-11-25 13:28:00,1.257.959.0
2017-11-25 15:12:00,1.257.961.0
2017-11-25 18:57:00,1.257.967.0
2017-11-26 00:46:00,1.257.976.0
2017-11-26 02:24:00,1.257.979.0
2017-11-26 04:03:00,1.257.982.0
2017-11-26 05:47:00,1.257.984.0
2017-11-04 08:54:00,1.257.99.0
2017-11-26 09:04:00,1.257.991.0
2017-11-26 10:52:00,1.257.992.0
2017-11-26 12:31:00,1.257.993.0
2017-11-26 14:18:00,1.257.995.0
2017-11-26 15:58:00,1.257.996.0
2017-11-26 17:46:00,1.257.998.0
2017-12-06 23:32:00,1.259.1.0
2017-12-09 00:50:00,1.259.100.0
2017-12-31 08:10:00,1.259.1000.0
2017-12-31 10:00:00,1.259.1001.0
2017-12-31 11:41:00,1.259.1005.0
2017-12-31 14:31:00,1.259.1006.0
2017-12-31 16:04:00,1.259.1009.0
2017-12-31 18:06:00,1.259.1018.0
2017-12-09 02:16:00,1.259.103.0
2017-12-09 03:55:00,1.259.104.0
2018-01-01 08:56:00,1.259.1041.0
2018-01-01 10:31:00,1.259.1042.0
2018-01-01 12:16:00,1.259.1043.0
2018-01-01 15:40:00,1.259.1049.0
2018-01-01 18:30:00,1.259.1051.0
2017-12-09 05:20:00,1.259.106.0
2018-01-02 08:27:00,1.259.1067.0
2017-12-09 06:56:00,1.259.107.0
2018-01-02 10:32:00,1.259.1072.0
2018-01-02 12:26:00,1.259.1075.0
2017-12-09 09:26:00,1.259.108.0
2018-01-02 17:21:00,1.259.1085.0
2018-01-02 19:06:00,1.259.1088.0
2017-12-09 11:31:00,1.259.109.0
2018-01-02 22:36:00,1.259.1095.0
2018-01-03 00:26:00,1.259.1096.0
2018-01-03 02:16:00,1.259.1098.0
2017-12-09 13:01:00,1.259.111.0
2018-01-03 10:46:00,1.259.1117.0
2017-12-09 15:16:00,1.259.112.0
2017-12-09 18:16:00,1.259.113.0
2017-12-09 19:51:00,1.259.114.0
2018-01-03 19:55:00,1.259.1141.0
2018-01-03 21:41:00,1.259.1146.0
2017-12-09 21:36:00,1.259.115.0
2018-01-03 23:21:00,1.259.1153.0
2018-01-04 09:36:00,1.259.1155.0
2017-12-10 01:11:00,1.259.116.0
2018-01-04 19:51:00,1.259.1184.0
2018-01-05 01:15:00,1.259.1187.0
2017-12-10 02:46:00,1.259.120.0
2017-12-10 04:16:00,1.259.121.0
2018-01-05 11:41:00,1.259.1217.0
2017-12-10 07:46:00,1.259.122.0
2018-01-05 12:56:00,1.259.1220.0
2018-01-05 14:01:00,1.259.1223.0
2017-12-10 09:21:00,1.259.123.0
2018-01-05 20:55:00,1.259.1232.0
2018-01-06 01:40:00,1.259.1233.0
2018-01-06 02:50:00,1.259.1235.0
2017-12-10 11:06:00,1.259.124.0
2017-12-10 14:31:00,1.259.125.0
2018-01-06 09:00:00,1.259.1254.0
2018-01-06 10:11:00,1.259.1256.0
2018-01-06 11:21:00,1.259.1259.0
2018-01-06 12:41:00,1.259.1263.0
2018-01-06 13:53:00,1.259.1265.0
2018-01-06 14:56:00,1.259.1266.0
2018-01-06 15:56:00,1.259.1267.0
2018-01-06 17:22:00,1.259.1268.0
2018-01-06 18:31:00,1.259.1270.0
2018-01-06 20:01:00,1.259.1273.0
2018-01-06 21:29:00,1.259.1274.0
2018-01-06 23:02:00,1.259.1276.0
2018-01-07 02:52:00,1.259.1279.0
2018-01-07 10:41:00,1.259.1291.0
2018-01-07 11:52:00,1.259.1292.0
2018-01-07 13:17:00,1.259.1293.0
2018-01-07 18:27:00,1.259.1298.0
2017-12-07 07:06:00,1.259.13.0
2018-01-07 19:36:00,1.259.1300.0
2018-01-07 21:07:00,1.259.1301.0
2018-01-08 02:17:00,1.259.1308.0
2018-01-08 03:17:00,1.259.1310.0
2018-01-08 04:47:00,1.259.1311.0
2018-01-08 05:55:00,1.259.1314.0
2018-01-08 07:03:00,1.259.1319.0
2018-01-08 08:03:00,1.259.1320.0
2018-01-08 09:37:00,1.259.1324.0
2018-01-08 11:07:00,1.259.1328.0
2018-01-08 16:12:00,1.259.1340.0
2018-01-08 18:17:00,1.259.1342.0
2018-01-08 19:32:00,1.259.1345.0
2018-01-08 22:31:00,1.259.1351.0
2018-01-08 22:31:00,1.259.1353.0
2018-01-09 01:31:00,1.259.1356.0
2018-01-09 02:17:00,1.259.1358.0
2017-12-10 22:30:00,1.259.136.0
2018-01-09 04:42:00,1.259.1363.0
2018-01-09 05:48:00,1.259.1365.0
2018-01-09 06:58:00,1.259.1368.0
2017-12-11 01:56:00,1.259.137.0
2018-01-09 08:04:00,1.259.1371.0
2018-01-09 09:23:00,1.259.1375.0
2018-01-09 10:48:00,1.259.1378.0
2018-01-09 12:53:00,1.259.1383.0
2018-01-09 14:27:00,1.259.1384.0
2018-01-09 15:34:00,1.259.1386.0
2018-01-09 16:43:00,1.259.1390.0
2018-01-09 17:57:00,1.259.1394.0
2018-01-09 21:09:00,1.259.1399.0
2018-01-09 21:42:00,1.259.1402.0
2018-01-09 23:32:00,1.259.1405.0
2018-01-10 01:23:00,1.259.1409.0
2017-12-11 03:31:00,1.259.141.0
2018-01-10 02:18:00,1.259.1412.0
2018-01-10 03:23:00,1.259.1414.0
2018-01-10 06:48:00,1.259.1419.0
2017-12-11 05:37:00,1.259.142.0
2018-01-10 10:17:00,1.259.1431.0
2018-01-10 11:58:00,1.259.1436.0
2017-12-11 07:02:00,1.259.144.0
2018-01-10 13:32:00,1.259.1440.0
2018-01-10 14:57:00,1.259.1443.0
2018-01-10 16:28:00,1.259.1447.0
2018-01-10 17:52:00,1.259.1451.0
2018-01-10 20:18:00,1.259.1454.0
2018-01-10 20:38:00,1.259.1455.0
2017-12-11 08:46:00,1.259.147.0
2018-01-11 10:16:00,1.259.1488.0
2018-01-11 12:31:00,1.259.1496.0
2018-01-11 18:51:00,1.259.1507.0
2017-12-11 10:27:00,1.259.151.0
2018-01-11 22:16:00,1.259.1513.0
2018-01-11 23:37:00,1.259.1516.0
2018-01-12 02:16:00,1.259.1524.0
2018-01-12 03:36:00,1.259.1531.0
2018-01-12 05:16:00,1.259.1533.0
2018-01-12 06:42:00,1.259.1538.0
2018-01-12 07:46:00,1.259.1540.0
2018-01-12 09:01:00,1.259.1543.0
2018-01-12 10:11:00,1.259.1546.0
2018-01-12 11:22:00,1.259.1547.0
2018-01-12 12:32:00,1.259.1550.0
2018-01-12 14:12:00,1.259.1551.0
2018-01-12 15:22:00,1.259.1553.0
2018-01-12 16:39:00,1.259.1554.0
2018-01-12 17:58:00,1.259.1555.0
2017-12-11 11:48:00,1.259.156.0
2018-01-13 00:02:00,1.259.1565.0
2018-01-13 01:41:00,1.259.1569.0
2018-01-13 03:31:00,1.259.1573.0
2018-01-13 04:56:00,1.259.1577.0
2018-01-13 06:07:00,1.259.1578.0
2018-01-13 07:51:00,1.259.1579.0
2018-01-13 09:07:00,1.259.1581.0
2018-01-13 10:31:00,1.259.1583.0
2018-01-13 13:26:00,1.259.1584.0
2018-01-13 14:41:00,1.259.1585.0
2018-01-13 16:02:00,1.259.1588.0
2018-01-13 18:41:00,1.259.1589.0
2018-01-13 20:17:00,1.259.1590.0
2018-01-13 21:52:00,1.259.1591.0
2018-01-13 23:16:00,1.259.1594.0
2018-01-14 05:26:00,1.259.1595.0
2018-01-14 06:56:00,1.259.1596.0
2017-12-07 07:36:00,1.259.16.0
2018-01-14 09:56:00,1.259.1600.0
2018-01-14 13:56:00,1.259.1604.0
2018-01-14 15:57:00,1.259.1605.0
2018-01-14 17:26:00,1.259.1607.0
2018-01-14 18:56:00,1.259.1609.0
2018-01-14 21:06:00,1.259.1610.0
2018-01-14 22:21:00,1.259.1613.0
2018-01-15 02:38:00,1.259.1614.0
2018-01-15 06:32:00,1.259.1623.0
2018-01-15 07:52:00,1.259.1626.0
2018-01-15 09:12:00,1.259.1629.0
2018-01-15 10:51:00,1.259.1633.0
2018-01-15 12:13:00,1.259.1634.0
2018-01-15 13:37:00,1.259.1637.0
2018-01-15 14:57:00,1.259.1638.0
2018-01-15 22:26:00,1.259.1659.0
2018-01-15 23:41:00,1.259.1663.0
2018-01-16 01:46:00,1.259.1664.0
2018-01-16 04:31:00,1.259.1667.0
2017-12-11 20:32:00,1.259.170.0
2018-01-16 18:26:00,1.259.1700.0
2018-01-16 19:21:00,1.259.1701.0
2018-01-16 21:00:00,1.259.1703.0
2018-01-16 23:56:00,1.259.1709.0
2018-01-17 02:05:00,1.259.1710.0
2018-01-17 03:20:00,1.259.1714.0
2018-01-17 05:32:00,1.259.1718.0
2017-12-11 21:47:00,1.259.172.0
2018-01-17 11:42:00,1.259.1736.0
2018-01-17 13:02:00,1.259.1741.0
2018-01-17 14:46:00,1.259.1744.0
2018-01-17 16:12:00,1.259.1746.0
2018-01-17 17:53:00,1.259.1748.0
2018-01-17 20:01:00,1.259.1750.0
2018-01-17 21:32:00,1.259.1753.0
2018-01-17 23:01:00,1.259.1756.0
2018-01-18 00:38:00,1.259.1761.0
2018-01-18 03:57:00,1.259.1769.0
2018-01-18 07:17:00,1.259.1775.0
2017-12-12 00:42:00,1.259.178.0
2018-01-18 09:06:00,1.259.1780.0
2018-01-18 20:00:00,1.259.1799.0
2018-01-18 21:30:00,1.259.1806.0
2017-12-12 02:02:00,1.259.181.0
2017-12-12 03:33:00,1.259.185.0
2017-12-12 05:02:00,1.259.188.0
2017-12-12 06:13:00,1.259.192.0
2017-12-12 07:57:00,1.259.194.0
2017-12-12 09:37:00,1.259.196.0
2017-12-12 11:02:00,1.259.201.0
2017-12-12 12:42:00,1.259.203.0
2017-12-12 14:09:00,1.259.206.0
2017-12-12 17:37:00,1.259.209.0
2017-12-12 19:06:00,1.259.218.0
2017-12-12 20:23:00,1.259.221.0
2017-12-12 22:07:00,1.259.224.0
2017-12-12 23:37:00,1.259.227.0
2017-12-13 01:02:00,1.259.228.0
2017-12-13 04:22:00,1.259.235.0
2017-12-13 05:46:00,1.259.237.0
2017-12-13 07:22:00,1.259.241.0
2017-12-13 10:47:00,1.259.247.0
2017-12-13 12:17:00,1.259.254.0
2017-12-13 13:37:00,1.259.257.0
2017-12-13 15:31:00,1.259.269.0
2017-12-13 17:38:00,1.259.272.0
2017-12-13 23:17:00,1.259.284.0
2017-12-14 09:36:00,1.259.293.0
2017-12-14 11:01:00,1.259.298.0
2017-12-14 13:31:00,1.259.302.0
2017-12-14 15:11:00,1.259.304.0
2017-12-14 16:31:00,1.259.308.0
2017-12-14 18:06:00,1.259.310.0
2017-12-15 09:40:00,1.259.344.0
2017-12-15 11:05:00,1.259.348.0
2017-12-07 17:30:00,1.259.35.0
2017-12-15 12:40:00,1.259.354.0
2017-12-15 14:10:00,1.259.358.0
2017-12-15 15:40:00,1.259.360.0
2017-12-15 17:11:00,1.259.363.0
2017-12-15 18:46:00,1.259.365.0
2017-12-15 20:21:00,1.259.369.0
2017-12-07 19:05:00,1.259.37.0
2017-12-15 21:51:00,1.259.375.0
2017-12-15 23:21:00,1.259.379.0
2017-12-16 00:56:00,1.259.381.0
2017-12-16 02:28:00,1.259.384.0
2017-12-16 06:12:00,1.259.387.0
2017-12-16 15:31:00,1.259.414.0
2017-12-16 17:02:00,1.259.415.0
2017-12-16 18:32:00,1.259.416.0
2017-12-07 22:10:00,1.259.42.0
2017-12-17 03:21:00,1.259.428.0
2017-12-17 06:06:00,1.259.429.0
2017-12-17 09:06:00,1.259.434.0
2017-12-17 11:17:00,1.259.435.0
2017-12-17 12:56:00,1.259.437.0
2017-12-17 14:31:00,1.259.442.0
2017-12-17 16:06:00,1.259.443.0
2017-12-17 17:41:00,1.259.445.0
2017-12-17 19:16:00,1.259.446.0
2017-12-17 21:21:00,1.259.447.0
2017-12-17 23:38:00,1.259.451.0
2017-12-18 01:06:00,1.259.452.0
2017-12-18 06:42:00,1.259.460.0
2017-12-18 07:27:00,1.259.462.0
2017-12-18 09:06:00,1.259.464.0
2017-12-07 23:45:00,1.259.47.0
2017-12-18 14:26:00,1.259.475.0
2017-12-18 15:36:00,1.259.477.0
2017-12-18 17:07:00,1.259.478.0
2017-12-18 21:42:00,1.259.480.0
2017-12-08 01:26:00,1.259.49.0
2017-12-18 22:42:00,1.259.493.0
2017-12-19 00:21:00,1.259.497.0
2017-12-19 02:02:00,1.259.501.0
2017-12-19 03:47:00,1.259.505.0
2017-12-19 05:27:00,1.259.507.0
2017-12-19 07:07:00,1.259.509.0
2017-12-19 09:02:00,1.259.512.0
2017-12-19 10:43:00,1.259.517.0
2017-12-19 12:51:00,1.259.527.0
2017-12-19 16:37:00,1.259.534.0
2017-12-19 18:12:00,1.259.537.0
2017-12-19 19:57:00,1.259.539.0
2017-12-19 23:17:00,1.259.546.0
2017-12-20 02:12:00,1.259.554.0
2017-12-20 03:51:00,1.259.557.0
2017-12-20 05:36:00,1.259.559.0
2017-12-08 02:55:00,1.259.56.0
2017-12-20 07:17:00,1.259.563.0
2017-12-20 08:53:00,1.259.565.0
2017-12-20 10:32:00,1.259.570.0
2017-12-20 12:07:00,1.259.574.0
2017-12-20 13:52:00,1.259.578.0
2017-12-20 15:31:00,1.259.580.0
2017-12-20 17:12:00,1.259.583.0
2017-12-20 18:52:00,1.259.588.0
2017-12-20 20:32:00,1.259.590.0
2017-12-20 22:18:00,1.259.591.0
2017-12-21 00:08:00,1.259.595.0
2017-12-21 01:48:00,1.259.597.0
2017-12-08 05:50:00,1.259.60.0
2017-12-21 03:41:00,1.259.601.0
2017-12-21 05:17:00,1.259.610.0
2017-12-21 07:02:00,1.259.612.0
2017-12-21 10:32:00,1.259.621.0
2017-12-21 12:17:00,1.259.626.0
2017-12-21 14:07:00,1.259.630.0
2017-12-21 15:47:00,1.259.631.0
2017-12-21 17:27:00,1.259.635.0
2017-12-21 19:13:00,1.259.639.0
2017-12-21 20:53:00,1.259.640.0
2017-12-21 22:37:00,1.259.641.0
2017-12-22 00:21:00,1.259.644.0
2017-12-22 02:04:00,1.259.647.0
2017-12-22 03:49:00,1.259.652.0
2017-12-22 05:23:00,1.259.654.0
2017-12-22 07:08:00,1.259.662.0
2017-12-22 09:08:00,1.259.663.0
2017-12-22 10:38:00,1.259.666.0
2017-12-22 12:18:00,1.259.667.0
2017-12-22 13:58:00,1.259.668.0
2017-12-22 15:38:00,1.259.670.0
2017-12-22 17:12:00,1.259.674.0
2017-12-22 19:13:00,1.259.675.0
2017-12-22 20:47:00,1.259.676.0
2017-12-22 22:38:00,1.259.682.0
2017-12-23 00:12:00,1.259.686.0
2017-12-23 01:53:00,1.259.690.0
2017-12-23 03:33:00,1.259.691.0
2017-12-23 05:07:00,1.259.692.0
2017-12-23 06:42:00,1.259.693.0
2017-12-23 08:22:00,1.259.696.0
2017-12-23 09:57:00,1.259.698.0
2017-12-23 11:36:00,1.259.699.0
2017-12-23 13:12:00,1.259.701.0
2017-12-23 14:47:00,1.259.703.0
2017-12-23 16:26:00,1.259.704.0
2017-12-23 17:57:00,1.259.707.0
2017-12-23 19:32:00,1.259.708.0
2017-12-23 21:27:00,1.259.709.0
2017-12-23 22:56:00,1.259.712.0
2017-12-24 00:37:00,1.259.713.0
2017-12-24 02:16:00,1.259.715.0
2017-12-24 03:52:00,1.259.717.0
2017-12-24 05:28:00,1.259.721.0
2017-12-24 07:32:00,1.259.722.0
2017-12-24 09:01:00,1.259.723.0
2017-12-24 10:42:00,1.259.724.0
2017-12-24 12:16:00,1.259.725.0
2017-12-24 16:27:00,1.259.731.0
2017-12-24 18:01:00,1.259.733.0
2017-12-24 20:11:00,1.259.734.0
2017-12-24 21:46:00,1.259.736.0
2017-12-25 00:12:00,1.259.741.0
2017-12-25 01:52:00,1.259.742.0
2017-12-25 04:51:00,1.259.748.0
2017-12-25 06:21:00,1.259.752.0
2017-12-25 07:55:00,1.259.755.0
2017-12-25 09:32:00,1.259.757.0
2017-12-25 11:06:00,1.259.758.0
2017-12-25 12:32:00,1.259.761.0
2017-12-25 14:11:00,1.259.764.0
2017-12-25 15:45:00,1.259.766.0
2017-12-25 17:12:00,1.259.772.0
2017-12-25 18:52:00,1.259.774.0
2017-12-25 20:25:00,1.259.776.0
2017-12-25 22:03:00,1.259.778.0
2017-12-25 23:35:00,1.259.779.0
2017-12-08 15:26:00,1.259.78.0
2017-12-26 01:04:00,1.259.785.0
2017-12-26 02:37:00,1.259.788.0
2017-12-26 04:08:00,1.259.791.0
2017-12-26 05:48:00,1.259.795.0
2017-12-26 07:22:00,1.259.798.0
2017-12-26 10:22:00,1.259.805.0
2017-12-26 11:56:00,1.259.809.0
2017-12-28 08:48:00,1.259.844.0
2017-12-28 08:48:00,1.259.848.0
2017-12-28 08:48:00,1.259.849.0
2017-12-28 08:48:00,1.259.850.0
2017-12-28 08:48:00,1.259.851.0
2017-12-28 08:48:00,1.259.857.0
2017-12-28 08:48:00,1.259.858.0
2017-12-08 18:41:00,1.259.87.0
2017-12-28 08:48:00,1.259.875.0
2017-12-28 08:48:00,1.259.879.0
2017-12-28 08:48:00,1.259.882.0
2017-12-28 08:48:00,1.259.886.0
2017-12-28 08:48:00,1.259.891.0
2017-12-28 08:48:00,1.259.894.0
2017-12-28 08:48:00,1.259.901.0
2017-12-28 08:48:00,1.259.902.0
2017-12-28 08:48:00,1.259.904.0
2017-12-28 08:48:00,1.259.906.0
2017-12-08 20:16:00,1.259.91.0
2017-12-28 08:48:00,1.259.921.0
2017-12-28 08:48:00,1.259.923.0
2017-12-28 08:48:00,1.259.926.0
2017-12-28 08:48:00,1.259.931.0
2017-12-28 08:48:00,1.259.934.0
2017-12-28 08:48:00,1.259.938.0
2017-12-08 21:46:00,1.259.94.0
2017-12-30 05:41:00,1.259.941.0
2017-12-30 05:45:00,1.259.948.0
2017-12-30 05:46:00,1.259.951.0
2017-12-30 05:48:00,1.259.953.0
2017-12-29 18:34:00,1.259.956.0
2017-12-30 05:51:00,1.259.958.0
2017-12-30 05:52:00,1.259.960.0
2017-12-29 23:26:00,1.259.964.0
2017-12-30 05:55:00,1.259.965.0
2017-12-30 05:57:00,1.259.967.0
2017-12-30 06:00:00,1.259.970.0
2017-12-30 06:51:00,1.259.973.0
2017-12-30 08:27:00,1.259.975.0
2017-12-30 16:15:00,1.259.984.0
2017-12-30 18:05:00,1.259.985.0
2017-12-30 19:41:00,1.259.986.0
2017-12-30 21:17:00,1.259.987.0
2017-12-30 22:56:00,1.259.989.0
2017-12-31 04:16:00,1.259.994.0
2017-12-31 06:01:00,1.259.995.0
2018-02-10 01:05:00,1.261.1006.0
2018-02-10 03:01:00,1.261.1015.0
2018-02-10 05:11:00,1.261.1019.0
2018-02-10 07:41:00,1.261.1025.0
2018-02-10 13:11:00,1.261.1037.0
2018-01-22 15:40:00,1.261.104.0
2018-02-10 15:41:00,1.261.1041.0
2018-02-10 18:01:00,1.261.1042.0
2018-02-11 02:06:00,1.261.1047.0
2018-02-11 04:30:00,1.261.1049.0
2018-02-11 07:55:00,1.261.1053.0
2018-02-11 09:50:00,1.261.1056.0
2018-02-11 12:30:00,1.261.1060.0
2018-02-11 14:36:00,1.261.1065.0
2018-02-11 17:05:00,1.261.1066.0
2018-02-11 19:10:00,1.261.1069.0
2018-02-12 00:16:00,1.261.1070.0
2018-02-12 03:26:00,1.261.1074.0
2018-02-12 06:11:00,1.261.1079.0
2018-02-12 08:36:00,1.261.1082.0
2018-02-12 11:06:00,1.261.1088.0
2018-02-12 15:51:00,1.261.1097.0
2018-02-13 00:11:00,1.261.1109.0
2018-02-13 05:31:00,1.261.1126.0
2018-02-13 07:31:00,1.261.1131.0
2018-02-13 10:11:00,1.261.1134.0
2018-02-13 12:51:00,1.261.1138.0
2018-02-13 15:16:00,1.261.1143.0
